,location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
561,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T17:00:00Z,2018-10-24T11:00:00-06:00,pm25,12.4,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
562,Adams,Denver-Aurora,US,2018-10-24T16:00:00Z,2018-10-24T10:00:00-06:00,pm25,22.8,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
563,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T16:00:00Z,2018-10-24T10:00:00-06:00,pm25,11.9,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
564,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T16:00:00Z,2018-10-24T10:00:00-06:00,pm25,18.1,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
565,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T16:00:00Z,2018-10-24T10:00:00-06:00,pm25,19.8,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
566,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T16:00:00Z,2018-10-24T10:00:00-06:00,pm25,17.4,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
567,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T15:00:00Z,2018-10-24T09:00:00-06:00,pm25,20.4,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
568,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T15:00:00Z,2018-10-24T09:00:00-06:00,pm25,12.5,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
569,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T15:00:00Z,2018-10-24T09:00:00-06:00,pm25,17.3,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
570,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T15:00:00Z,2018-10-24T09:00:00-06:00,pm25,15.7,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
571,Adams,Denver-Aurora,US,2018-10-24T15:00:00Z,2018-10-24T09:00:00-06:00,pm25,24.6,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
572,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T14:00:00Z,2018-10-24T08:00:00-06:00,pm25,15.7,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
573,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T14:00:00Z,2018-10-24T08:00:00-06:00,pm25,18.6,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
574,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T14:00:00Z,2018-10-24T08:00:00-06:00,pm25,16.2,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
575,Adams,Denver-Aurora,US,2018-10-24T14:00:00Z,2018-10-24T08:00:00-06:00,pm25,27.6,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
576,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T14:00:00Z,2018-10-24T08:00:00-06:00,pm25,14.7,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
577,Adams,Denver-Aurora,US,2018-10-24T13:00:00Z,2018-10-24T07:00:00-06:00,pm25,24.7,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
578,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T13:00:00Z,2018-10-24T07:00:00-06:00,pm25,13.2,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
579,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T13:00:00Z,2018-10-24T07:00:00-06:00,pm25,17.4,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
580,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T13:00:00Z,2018-10-24T07:00:00-06:00,pm25,14.6,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
581,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T13:00:00Z,2018-10-24T07:00:00-06:00,pm25,14.9,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
582,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T12:00:00Z,2018-10-24T06:00:00-06:00,pm25,17.2,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
583,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T12:00:00Z,2018-10-24T06:00:00-06:00,pm25,14.4,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
584,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T12:00:00Z,2018-10-24T06:00:00-06:00,pm25,12.5,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
585,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T12:00:00Z,2018-10-24T06:00:00-06:00,pm25,13.3,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
586,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T11:00:00Z,2018-10-24T05:00:00-06:00,pm25,14.8,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
587,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T11:00:00Z,2018-10-24T05:00:00-06:00,pm25,13.2,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
588,Adams,Denver-Aurora,US,2018-10-24T11:00:00Z,2018-10-24T05:00:00-06:00,pm25,17.4,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
589,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T11:00:00Z,2018-10-24T05:00:00-06:00,pm25,12.2,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
590,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T11:00:00Z,2018-10-24T05:00:00-06:00,pm25,14.0,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
591,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T10:00:00Z,2018-10-24T04:00:00-06:00,pm25,14.7,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
592,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T10:00:00Z,2018-10-24T04:00:00-06:00,pm25,12.9,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
593,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T10:00:00Z,2018-10-24T04:00:00-06:00,pm25,11.6,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
594,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T10:00:00Z,2018-10-24T04:00:00-06:00,pm25,13.4,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
595,Adams,Denver-Aurora,US,2018-10-24T09:00:00Z,2018-10-24T03:00:00-06:00,pm25,15.8,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
596,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T09:00:00Z,2018-10-24T03:00:00-06:00,pm25,15.0,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
597,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T09:00:00Z,2018-10-24T03:00:00-06:00,pm25,11.5,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
598,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T09:00:00Z,2018-10-24T03:00:00-06:00,pm25,14.9,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
599,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T09:00:00Z,2018-10-24T03:00:00-06:00,pm25,18.4,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
600,Adams,Denver-Aurora,US,2018-10-24T07:00:00Z,2018-10-24T01:00:00-06:00,pm25,24.3,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
601,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T07:00:00Z,2018-10-24T01:00:00-06:00,pm25,8.0,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
602,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T07:00:00Z,2018-10-24T01:00:00-06:00,pm25,18.8,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
603,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T07:00:00Z,2018-10-24T01:00:00-06:00,pm25,12.1,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
604,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T06:00:00Z,2018-10-24T00:00:00-06:00,pm25,18.1,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
605,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T06:00:00Z,2018-10-24T00:00:00-06:00,pm25,7.1,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
606,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T06:00:00Z,2018-10-24T00:00:00-06:00,pm25,6.5,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
607,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T06:00:00Z,2018-10-24T00:00:00-06:00,pm25,16.1,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
608,Adams,Denver-Aurora,US,2018-10-24T05:00:00Z,2018-10-23T23:00:00-06:00,pm25,25.9,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
609,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T05:00:00Z,2018-10-23T23:00:00-06:00,pm25,7.3,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
610,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T05:00:00Z,2018-10-23T23:00:00-06:00,pm25,6.6,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
611,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T05:00:00Z,2018-10-23T23:00:00-06:00,pm25,20.6,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
612,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T05:00:00Z,2018-10-23T23:00:00-06:00,pm25,18.3,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
613,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T04:00:00Z,2018-10-23T22:00:00-06:00,pm25,14.3,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
614,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T04:00:00Z,2018-10-23T22:00:00-06:00,pm25,20.3,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
615,Adams,Denver-Aurora,US,2018-10-24T04:00:00Z,2018-10-23T22:00:00-06:00,pm25,27.7,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
616,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T04:00:00Z,2018-10-23T22:00:00-06:00,pm25,6.7,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
617,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T04:00:00Z,2018-10-23T22:00:00-06:00,pm25,21.8,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
618,Adams,Denver-Aurora,US,2018-10-24T03:00:00Z,2018-10-23T21:00:00-06:00,pm25,24.9,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
619,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T03:00:00Z,2018-10-23T21:00:00-06:00,pm25,16.2,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
620,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T03:00:00Z,2018-10-23T21:00:00-06:00,pm25,19.8,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
621,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T03:00:00Z,2018-10-23T21:00:00-06:00,pm25,22.3,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
622,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T03:00:00Z,2018-10-23T21:00:00-06:00,pm25,14.5,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
623,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T02:00:00Z,2018-10-23T20:00:00-06:00,pm25,17.1,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
624,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T02:00:00Z,2018-10-23T20:00:00-06:00,pm25,16.3,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
625,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T02:00:00Z,2018-10-23T20:00:00-06:00,pm25,19.3,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
626,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T02:00:00Z,2018-10-23T20:00:00-06:00,pm25,21.3,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
627,Adams,Denver-Aurora,US,2018-10-24T02:00:00Z,2018-10-23T20:00:00-06:00,pm25,22.7,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
628,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T01:00:00Z,2018-10-23T19:00:00-06:00,pm25,21.6,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
629,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T01:00:00Z,2018-10-23T19:00:00-06:00,pm25,19.1,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
630,Adams,Denver-Aurora,US,2018-10-24T01:00:00Z,2018-10-23T19:00:00-06:00,pm25,21.8,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
631,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T01:00:00Z,2018-10-23T19:00:00-06:00,pm25,18.2,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
632,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T01:00:00Z,2018-10-23T19:00:00-06:00,pm25,12.4,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
633,Chatfield Park - 115,Denver-Aurora,US,2018-10-24T00:00:00Z,2018-10-23T18:00:00-06:00,pm25,6.3,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
634,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-24T00:00:00Z,2018-10-23T18:00:00-06:00,pm25,19.5,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
635,Denver - NJH - 14th,Denver-Aurora,US,2018-10-24T00:00:00Z,2018-10-23T18:00:00-06:00,pm25,8.2,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
636,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-24T00:00:00Z,2018-10-23T18:00:00-06:00,pm25,22.1,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
637,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-23T23:00:00Z,2018-10-23T17:00:00-06:00,pm25,21.7,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
638,Denver - NJH - 14th,Denver-Aurora,US,2018-10-23T23:00:00Z,2018-10-23T17:00:00-06:00,pm25,5.8,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
639,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-23T23:00:00Z,2018-10-23T17:00:00-06:00,pm25,19.1,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
640,Chatfield Park - 115,Denver-Aurora,US,2018-10-23T23:00:00Z,2018-10-23T17:00:00-06:00,pm25,6.3,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
641,Adams,Denver-Aurora,US,2018-10-23T23:00:00Z,2018-10-23T17:00:00-06:00,pm25,23.7,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
642,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-23T22:00:00Z,2018-10-23T16:00:00-06:00,pm25,19.6,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
643,Adams,Denver-Aurora,US,2018-10-23T22:00:00Z,2018-10-23T16:00:00-06:00,pm25,23.3,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
644,Denver - NJH - 14th,Denver-Aurora,US,2018-10-23T22:00:00Z,2018-10-23T16:00:00-06:00,pm25,5.7,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
645,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-23T22:00:00Z,2018-10-23T16:00:00-06:00,pm25,21.6,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
646,Chatfield Park - 115,Denver-Aurora,US,2018-10-23T22:00:00Z,2018-10-23T16:00:00-06:00,pm25,6.9,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
647,Adams,Denver-Aurora,US,2018-10-23T21:00:00Z,2018-10-23T15:00:00-06:00,pm25,20.9,µg/m³,39.828387,-104.93846299999998,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
648,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-23T21:00:00Z,2018-10-23T15:00:00-06:00,pm25,20.0,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
649,Chatfield Park - 115,Denver-Aurora,US,2018-10-23T21:00:00Z,2018-10-23T15:00:00-06:00,pm25,7.3,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
650,Denver - NJH - 14th,Denver-Aurora,US,2018-10-23T21:00:00Z,2018-10-23T15:00:00-06:00,pm25,6.8,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
651,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-23T21:00:00Z,2018-10-23T15:00:00-06:00,pm25,19.7,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
652,Denver - NJH - 14th,Denver-Aurora,US,2018-10-23T20:00:00Z,2018-10-23T14:00:00-06:00,pm25,9.8,µg/m³,39.7386,-104.9394,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
653,Denver - CAMP - 2105,Denver-Aurora,US,2018-10-23T20:00:00Z,2018-10-23T14:00:00-06:00,pm25,22.4,µg/m³,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
654,La Casa NCORE - 4545,Denver-Aurora,US,2018-10-23T20:00:00Z,2018-10-23T14:00:00-06:00,pm25,21.2,µg/m³,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
655,Chatfield Park - 115,Denver-Aurora,US,2018-10-23T20:00:00Z,2018-10-23T14:00:00-06:00,pm25,9.8,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
656,Chatfield Park - 115,Denver-Aurora,US,2018-10-23T19:00:00Z,2018-10-23T13:00:00-06:00,pm25,18.0,µg/m³,39.5339,-105.07,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
